Matrix,Time(ns)
e18,41759.0
adder_dcop_65,6639.0
bloweya,27435.0
adder_dcop_10,6288.0
jan99jac040sc,18923.0
flower_5_4,13746.0
extr1,7197.0
bcsstm39,17523.0
ch4-4-b1,4630.0
lpi_cplex2,4677.0
ca-GrQc,10736.0
fome20,87791.0
n2c6-b3,5363.0
oscil_dcop_05,5291.0
spaceShuttleEntry_3,10091.0
ex8,16918.0
nemeth25,107838.0
lp_standgub,4758.0
cage,4877.0
kineticBatchReactor_6,15976.0
ASIC_320ks,559918.0
case9,25626.0
psse0,21320.0
lp_pds_10,34110.0
c-45,29136.0
bfwa62,4710.0
Goodwin_013,11899.0
oscil_dcop_57,5878.0
gemat12,11016.0
dolphins,5184.0
d_pretok,218418.0
plbuckle,7168.0
jan99jac020sc,9918.0
jagmesh6,6249.0
c-47,30890.0
lp_stocfor1,5401.0
qpband,16934.0
G66,9157.0
GL6_D_9,5995.0
g7jac060sc,46757.0
lpi_box1,4598.0
lhr04c,15459.0
memplus,28062.0
3elt,10015.0
fs_541_2,5666.0
cavity07,10859.0
p2p-Gnutella24,16278.0
p0201,4895.0
rdb450,5201.0
GD98_b,4422.0
jan99jac060,33460.0
lp_brandy,5229.0
G2,10300.0
n3c6-b8,14306.0
mk10-b3,6859.0
cnae9_10NN,8302.0
cz148,5601.0
Franz5,12776.0
can_161,6094.0
lshp_577,6124.0
ch7-7-b2,11002.0
YaleB_10NN,11401.0
aa4,9732.0
cep1,6447.0
oscil_dcop_53,5047.0
G30,11109.0
spaceStation_11,7425.0
email-Eu-core-temporal,8405.0
cr42,7282.0
stokes64s,23523.0
polblogs,9397.0
obstclae,41764.0
dwt_193,5242.0
kneser_6_2_1,4927.0
ca-HepTh,15876.0
cat_ears_4_4,36556.0
delaunay_n13,13227.0
cat_ears_2_4,5880.0
Trefethen_20b,4438.0
Hamrle1,4571.0
D_9,8356.0
impcol_e,5219.0
dwt_492,5745.0
email-Eu-core,9143.0
add20,9149.0
G10,10627.0
G18,8947.0
epb2,31310.0
dwt_992,6183.0
nos5,5276.0
hydr1c,10798.0
deter2,10604.0
adder_dcop_11,7528.0
N_reactome,16119.0
relat7b,16527.0
mult_dcop_02,54910.0
fpga_dcop_04,5427.0
lshp1882,6491.0
n2c6-b9,5279.0
lp_scsd8,6483.0
viscoplastic1,15462.0
bcsstm19,6101.0
D_10,5801.0
Zhao1,35242.0
boyd2,233570.0
lp_d2q06c,8524.0
n3c5-b7,4054.0
IG5-7,4708.0
lp_ganges,6643.0
2cubes_sphere,218156.0
scsd8-2c,20038.0
gas11,5649.0
dataset16mfeatkarhunen_10NN,9521.0
adder_dcop_21,7595.0
cavity08,9989.0
fd12,11623.0
soc-sign-bitcoin-alpha,9439.0
lp_qap12,11660.0
can_187,4996.0
rdb1250,6319.0
lp_greenbeb,10035.0
G67,9735.0
str_400,6066.0
af_shell4,2203110.0
bodyy4,21179.0
n4c6-b1,4804.0
bips98_606,11152.0
lp_scfxm3,5995.0
mesh2e1,4878.0
r05,16768.0
g7jac010sc,7684.0
mark3jac040sc,25044.0
rajat06,14718.0
relat4,4427.0
lp_vtp_base,4858.0
lp_capri,5358.0
Trec4,4133.0
g7jac060,49142.0
landmark,88428.0
lp_ship12s,8529.0
Ecoli_10NN,6719.0
p0291,5098.0
ex33,9356.0
poli,8083.0
saylr4,10383.0
shuttle_eddy,18425.0
lp_shell,6466.0
Chebyshev2,9709.0
GD97_b,4567.0
lp_sc105,4446.0
jan99jac080sc,47039.0
crystm01,19392.0
lp_nug15,19068.0
dwt_307,6133.0
stokes64,23887.0
fpga_dcop_02,5898.0
GD06_theory,5392.0
bibd_12_4,5239.0
rdb200l,5018.0
windtunnel_evap2d,32654.0
Glass_10NN,4896.0
bmw3_2,1544800.0
gre_343,5057.0
GD96_b,4272.0
ch7-8-b3,31798.0
cz308,5276.0
refine,4557.0
ford1,23256.0
rim,95047.0
n3c6-b3,6340.0
large,9527.0
mesh1e1,4842.0
dwt_221,5253.0
adder_dcop_35,8487.0
mycielskian2,4330.0
ex7,12606.0
lp_sctap1,6390.0
lp_scfxm1,5189.0
can_61,4604.0
ch4-4-b2,4664.0
bbmat,177848.0
sctap1-2b,20162.0
dbir2,120893.0
fpga_dcop_32,6507.0
lpi_forest6,4311.0
oscil_dcop_23,5401.0
GL6_D_8,5228.0
Harvard500,5064.0
G29,10346.0
G65,8836.0
photogrammetry2,12593.0
n2c6-b10,4764.0
dwt_592,5387.0
av41092,198083.0
lung1,8192.0
aug3d,16903.0
jan99jac080,40295.0
ns3Da,170949.0
G14,6537.0
lp_cre_c,7621.0
fs_183_6,4839.0
jagmesh7,5443.0
karate,4107.0
lp_ship08l,6743.0
freeFlyingRobot_10,9738.0
CurlCurl_0,17309.0
G17,6591.0
ex27,8425.0
fpga_dcop_07,6290.0
lp_kb2,4692.0
n4c5-b8,7020.0
fpga_dcop_24,6162.0
fs_680_2,5610.0
rbsb480,7478.0
cdde2,6176.0
oscil_dcop_09,4910.0
G46,6896.0
mycielskian4,4250.0
adder_dcop_50,6873.0
fpga_dcop_34,6269.0
lp_scorpion,5141.0
email,6542.0
bwm200,4376.0
Tina_DisCal,4587.0
IG5-12,9317.0
nemeth23,114598.0
rail_5177,11684.0
plat1919,8157.0
Ga41As41H72,2416440.0
bcspwr03,4634.0
gupta1,256555.0
cdde4,5902.0
barth,7832.0
mark3jac060,37593.0
lp_cre_d,34881.0
lp_sierra,5747.0
bcsstk36,107376.0
bibd_9_5,6239.0
SiH4,24908.0
cavity16,22126.0
c-48,35000.0
g7jac020,13397.0
bp_1400,7302.0
odepb400,4794.0
rosen8,7767.0
wang2,8875.0
scsd8-2r,27391.0
lp_woodw,10177.0
shl_200,6000.0
Vehicle_10NN,5919.0
af_shell1,2187220.0
ex31,19170.0
matrix_9,173674.0
lp_degen2,5682.0
ch6-6-b3,7452.0
G55,7470.0
mk10-b2,5950.0
deter6,6958.0
oscil_dcop_30,4965.0
M80PI_n,6808.0
mark3jac020,13324.0
fpga_dcop_44,6042.0
rajat04,6346.0
scrs8-2r,11760.0
shl_0,4511.0
steam3,4212.0
Kaufhold,11435.0
192bit,27570.0
fpga_dcop_08,6114.0
adder_dcop_06,6496.0
adder_dcop_62,6461.0
wing,33610.0
bwm2000,5795.0
orsirr_2,4941.0
jagmesh8,5214.0
rajat12,6529.0
oscil_dcop_33,4711.0
ck656,4917.0
adder_dcop_30,6350.0
shl_400,5131.0
rel5,4241.0
G3,7460.0
n3c6-b9,7489.0
af_shell7,2182550.0
lshp1270,6504.0
dwa512,5301.0
bips07_2476,19151.0
illc1033,6294.0
n4c6-b3,9803.0
jagmesh9,9339.0
bp_0,5057.0
jagmesh4,6072.0
watson_1,146086.0
freeFlyingRobot_11,12037.0
cavity15,15599.0
c-23,12031.0
lp_ship04l,6565.0
Goodwin_017,18142.0
TF11,5687.0
cavity18,20474.0
bayer02,18322.0
utm1700b,8537.0
fpga_dcop_21,6660.0
G24,9876.0
fe_sphere,19580.0
Oregon-2,19910.0
model10,20919.0
piston,16413.0
dano3mip,17434.0
gams30a,5979.0
fxm2-16,10993.0
hep-th,12175.0
S40PI_n,6642.0
nemeth22,100988.0
cavity24,21158.0
lshp3025,8546.0
west2021,6549.0
bcsstk15,20389.0
Trefethen_700,5757.0
fpga_dcop_14,5510.0
bcsstk24,21930.0
delaunay_n12,8981.0
bcsstk02,5397.0
oscil_dcop_34,5202.0
lp_sc50b,4553.0
dynamicSoaringProblem_3,10614.0
rel7,14142.0
ukerbe1_dual,8804.0
n3c6-b1,4524.0
c-49,43883.0
qh768,6575.0
Trefethen_20,4589.0
cdde3,5559.0
bcsstk08,5973.0
lp_scsd1,5167.0
plantsmargin_12NN,8543.0
freeFlyingRobot_4,7317.0
plskz362,4878.0
D_7,6222.0
ex15,18958.0
Pd,7464.0
oscil_dcop_20,4607.0
c-46,25003.0
swang2,10298.0
appu,160464.0
S80PI_n,8869.0
lp_cycle,9483.0
cavity19,19272.0
nd12k,1804000.0
EPA,6116.0
lp_ship04s,5400.0
G59,10786.0
problem1,5439.0
NotreDame_yeast,5562.0
bcsstm13,7099.0
gre_216b,4435.0
ak2010,70864.0
ch7-6-b3,10830.0
TF15,13100.0
hydr1,7490.0
benzene,35499.0
tols1090,5249.0
aug3dcqp,33821.0
Raj1,180769.0
G36,7739.0
std1_Jac3,108834.0
bcsstm35,12677.0
lp_wood1p,12051.0
mycielskian8,6248.0
GD95_b,4548.0
west1505,5227.0
mk11-b4,15949.0
cat_ears_3_1,5302.0
c-39,23157.0
G49,6058.0
Trefethen_200,4572.0
fs_760_1,5448.0
man_5976,26939.0
jgl009,4691.0
Trefethen_150,4819.0
Plants_10NN,8172.0
dwt_503,5800.0
lp_scagr7,5089.0
f855_mat9,22815.0
c-21,10378.0
af_shell2,2197840.0
G51,5967.0
c-20,6831.0
adder_dcop_26,6599.0
fpga_dcop_28,4916.0
GD00_a,4804.0
mhda416,5847.0
diag,5236.0
cat_ears_3_4,9458.0
n4c5-b2,5163.0
dbir1,101290.0
G28,10538.0
dw256A,5929.0
tuma1,21083.0
oscil_dcop_12,4920.0
jendrec1,14590.0
nos6,6512.0
adder_dcop_31,7419.0
lp22,12955.0
c-50,40701.0
pores_1,4545.0
c-19,9804.0
dwt_918,8223.0
qh1484,6495.0
pds-100,391422.0
GD00_c,5194.0
G23,10505.0
lowThrust_5,31458.0
D_6,6257.0
coupled,25163.0
Olivetti_norm_10NN,7151.0
lp_osa_60,202804.0
jnlbrng1,41868.0
bcsstk03,4585.0
west0132,4956.0
lpi_woodinfe,4526.0
barth4,9525.0
gr_30_30,7294.0
lp_bandm,5054.0
ch7-9-b2,17327.0
lhr04,15565.0
nos1,6097.0
netscience,6016.0
CollegeMsg,9074.0
circuit204,6981.0
GD98_a,4652.0
hangGlider_1,5990.0
oscil_dcop_32,6132.0
bcspwr10,9526.0
adder_dcop_39,7281.0
power,8938.0
fpga_dcop_03,6478.0
Dubcova2,107253.0
lock2232,15254.0
TSOPF_FS_b9_c1,8680.0
ACTIVSg2000,11569.0
lp_nug08,6973.0
fxm3_6,13820.0
dwb512,7471.0
lap_25,4601.0
rail_20209,32907.0
bibd_12_5,5991.0
fpga_dcop_18,5233.0
rel3,4622.0
grid1,4860.0
goddardRocketProblem_2,6032.0
lpl3,19731.0
msc01050,7200.0
west0156,4523.0
af_2_k101,2147360.0
fv1,13698.0
meg1,12862.0
reorientation_5,9722.0
lpi_ex72a,4691.0
c-73,153298.0
raefsky5,26329.0
ex10hs,12460.0
t2d_q9,19924.0
rdist2,13404.0
ash85,5415.0
abb313,4961.0
adder_dcop_67,8087.0
Lin,208531.0
fxm2-6,6664.0
c-37,12231.0
west0167,4496.0
bcspwr09,5494.0
t2dal_bci,9431.0
Franz7,8484.0
TF13,6397.0
deter4,6828.0
skirt,33652.0
delaunay_n11,6685.0
dermatology_5NN,5018.0
adder_dcop_01,6457.0
dwt_869,6240.0
af_0_k101,2168640.0
gams10a,4609.0
lp_nug06,4782.0
lp_pilot,8420.0
gent113,4262.0
mk12-b3,29233.0
ch7-7-b5,35223.0
G7,9592.0
n2c6-b1,4682.0
bfwb62,5198.0
ch6-6-b4,10391.0
relat5,5742.0
rajat13,14529.0
ex21,7914.0
goddardRocketProblem_1,7489.0
lshp_265,5347.0
p010,25355.0
psse2,23817.0
can_715,5316.0
gas_sensor,138617.0
fd18,17196.0
rajat07,18425.0
rdb5000,10342.0
Sieber,7136.0
af_3_k101,2142440.0
lhr07c,23029.0
aa01,12103.0
nemeth24,111512.0
dwt_512,5276.0
jagmesh3,5511.0
lpi_vol1,4948.0
bcsstk28,26891.0
collins_15NN,7230.0
d_dyn1,4857.0
model1,4786.0
jan99jac100sc,63912.0
dynamicSoaringProblem_5,10663.0
adder_dcop_34,6298.0
gre_512,5067.0
wm3,5193.0
adder_dcop_55,7337.0
dwt_346,7801.0
Trec10,5686.0
jgl011,4340.0
LFAT5,4403.0
primagaz,9686.0
lp_standmps,7350.0
lp_sc205,4986.0
fpga_dcop_27,6525.0
kineticBatchReactor_4,15398.0
lp_fit1p,7720.0
Franz4,12031.0
Maragal_7,219896.0
jan99jac120sc,78448.0
oscil_dcop_55,5043.0
rel6,5551.0
can_73,4462.0
tp-6,1655240.0
aa03,9528.0
msc10848,95799.0
oscil_dcop_19,5392.0
hangGlider_4,29911.0
dwt_2680,8848.0
brainpc2,34840.0
olm2000,6441.0
cz1268,8174.0
lpi_bgdbg1,5652.0
Trec12,16200.0
bcsstm34,6956.0
dataset22mfeatzernike_10NN,9267.0
dwt_59,4596.0
rotor1,4769.0
p2p-Gnutella25,15815.0
ABACUS_shell_ud,39007.0
cis-n4c6-b14,8672.0
lp_grow15,7557.0
LF10000,23433.0
oscil_dcop_26,5477.0
af_shell9,2177650.0
cari,16233.0
bp_600,5342.0
n3c4-b4,4528.0
fome11,20459.0
Hamrle2,10319.0
ACTIVSg70K,108670.0
lpi_bgindy,16185.0
bp_400,5221.0
G4,9400.0
delaunay_n15,69250.0
s3rmt3m3,25657.0
west0479,5006.0
adder_dcop_43,7626.0
bcsstm26,6473.0
GD01_c,4494.0
tumorAntiAngiogenesis_4,5600.0
lhr71c,125397.0
CAG_mat72,5319.0
p2p-Gnutella04,9703.0
ex25,6972.0
aircraft,7996.0
p0040,4261.0
c-42,23410.0
adder_dcop_28,8061.0
cavity22,21553.0
adder_dcop_07,7842.0
lp_greenbea,9879.0
crashbasis,168077.0
rajat26,96632.0
G60,9876.0
hangGlider_3,22521.0
M40PI_n,6898.0
dataset20mfeatpixel_10NN,10076.0
lp_bnl1,7581.0
iiasa,7207.0
D_5,6051.0
Trec5,4620.0
adder_dcop_02,9462.0
venkat01,134200.0
fd15,17548.0
WorldCities,5866.0
cz2548,8918.0
adder_dcop_41,8421.0
utm5940,17424.0
M80PI_n1,6620.0
wheel_3_1,4135.0
biplane-9,18135.0
blckhole,6672.0
n3c5-b4,4856.0
cavity05,8855.0
crack_dual,18517.0
lpi_mondou2,4726.0
3elt_dual,10744.0
Erdos971,5116.0
IG5-17,153056.0
spaceShuttleEntry_4,11348.0
lesmis,5248.0
bcsstm24,7085.0
scagr7-2c,7454.0
G41,9447.0
lp_ship12l,7999.0
adder_dcop_45,7030.0
poli3,14265.0
cdde6,6091.0
Ill_Stokes,37230.0
oscil_dcop_16,5075.0
lp_finnis,4675.0
162bit,12503.0
mycielskian11,17364.0
adder_dcop_14,6863.0
ch7-7-b1,4998.0
astro-ph,67122.0
Trec11,8199.0
deter8,8973.0
wang1,8931.0
oscil_dcop_13,6382.0
lp_share2b,4430.0
impcol_d,4996.0
bmwcra_1,1219620.0
S10PI_n,5256.0
fpga_dcop_45,6140.0
cz10228,20696.0
shermanACb,54076.0
can_292,5699.0
struct4,27468.0
plantstexture_10NN,7958.0
lp_sc50a,4714.0
M10PI_n,5448.0
powersim,18962.0
model6,9483.0
mk11-b3,13693.0
cis-n4c6-b15,6684.0
spiral,8266.0
flower_7_1,4475.0
klein-b2,4439.0
arc130,5262.0
Si2,9361.0
08blocks,5650.0
Maragal_4,11239.0
bcsstk35,134138.0
p05,17657.0
bfwa782,8395.0
bayer05,12197.0
oscil_dcop_37,5727.0
scfxm1-2b,33581.0
air06,10983.0
dwt_198,5745.0
can_24,4476.0
grid1_dual,4690.0
lp_perold,6524.0
mark3jac080,59090.0
aft01,22261.0
dwt_1007,6067.0
fpga_dcop_16,5536.0
G1,9844.0
deter7,11541.0
b2_ss,8303.0
lutz30-23-b6,6435.0
ex18,16954.0
adder_dcop_60,8086.0
G8,9861.0
bfly,28950.0
n3c4-b3,4630.0
adder_dcop_12,6202.0
iris_dataset_30NN,5179.0
lns_131,4812.0
D6-6,32391.0
lp_modszk1,5543.0
JapaneseVowelsSmall_10NN,27711.0
adder_dcop_16,9629.0
662_bus,5255.0
karted,233296.0
gre_216a,4387.0
Erdos982,8829.0
wheel_7_1,4436.0
mbeaflw,7949.0
freeFlyingRobot_12,9138.0
n3c5-b5,4695.0
air04,9601.0
af_shell5,2177740.0
mesh1em6,4508.0
vsp_data_and_seymourl,19536.0
beause,9072.0
LeGresley_4908,9975.0
copter1,34820.0
g7jac040sc,26940.0
G48,6052.0
watt_1,8032.0
G47,6654.0
fpga_dcop_46,5397.0
spaceShuttleEntry_2,8991.0
can_144,5637.0
sherman3,10014.0
c-18,7626.0
lp_grow7,5599.0
ex37,13203.0
torso2,122238.0
bayer10,19736.0
ODLIS,9466.0
G39,9684.0
oscil_dcop_45,5907.0
n4c5-b6,11631.0
EX4,13919.0
MISKnowledgeMap,12672.0
model7,13889.0
gen4,17803.0
msc00726,9075.0
pde900,7387.0
luxembourg_osm,80865.0
freeFlyingRobot_14,12603.0
ACTIVSg10K,30361.0
S40PI_n1,7356.0
adder_dcop_38,8801.0
cavity02,7590.0
adder_dcop_08,8760.0
oscil_dcop_11,5367.0
rajat08,22506.0
GL6_D_7,7188.0
fpga_dcop_11,8349.0
as-22july06,32363.0
slptsk,13292.0
n4c5-b4,8029.0
adder_dcop_37,8684.0
p2p-Gnutella05,11720.0
cage8,8186.0
scrs8-2b,7895.0
bratu3d,33200.0
rdb800l,5333.0
f855_mat9_I,21217.0
invextr1_new,180295.0
c-44,16454.0
model9,10030.0
illc1850,7012.0
ex2,7214.0
dw1024,5789.0
GD99_c,4335.0
D_11,4541.0
meg4,12361.0
cell2,12157.0
cegb3024,14275.0
lp_sctap3,6804.0
ch8-8-b1,5213.0
cavity03,5845.0
G45,6528.0
Zhao2,35467.0
fome12,47638.0
oscil_dcop_38,5177.0
GD96_a,5227.0
cavity11,13138.0
kineticBatchReactor_9,18158.0
adder_dcop_23,6213.0
ex4,8777.0
bcsstm05,4714.0
D_8,7360.0
lp_etamacro,5125.0
cat_ears_4_1,4799.0
SmallW,4598.0
de2010,38108.0
nasa1824,10337.0
lshp2233,7984.0
g7jac020sc,12916.0
wheel_4_1,4286.0
whitaker3,15297.0
n3c6-b10,8092.0
fpga_dcop_23,8010.0
nl,13760.0
cz5108,12725.0
fe_4elt2,16184.0
oscil_dcop_21,4911.0
Maragal_5,18874.0
dw256B,5140.0
BenElechi1,1568040.0
oscil_dcop_28,5093.0
Tina_AskCal,4396.0
robot24c1_mat5,5498.0
n2c6-b6,9084.0
pgp2,7905.0
c-34,10876.0
air05,8320.0
Pd_rhs,5717.0
lp_qap8,5873.0
kleemin,4405.0
G61,9236.0
mimo8x8_system,12726.0
rbsa480,6478.0
lp_cre_a,7131.0
abtaha1,11817.0
jan99jac060sc,28967.0
bauru5727,50649.0
can_229,5043.0
cryg10000,15648.0
ash608,6176.0
tols2000,5039.0
gen1,11345.0
dataset12mfeatfactors_10NN,7746.0
oscil_dcop_54,5191.0
nnc1374,6854.0
kineticBatchReactor_2,11900.0
saylr3,7424.0
lp_ken_11,15420.0
air03,13720.0
bips98_1142,13016.0
lpi_gran,7969.0
oscil_dcop_01,4948.0
shock-9,25298.0
mk9-b1,4777.0
lp_bnl2,7833.0
dynamicSoaringProblem_1,6396.0
deter1,10798.0
well1850,6825.0
mahindas,7484.0
bcspwr06,5501.0
nasa2146,13578.0
adder_dcop_52,6509.0
can_1072,6840.0
lowThrust_2,8485.0
lp_fit2p,11430.0
uk,9430.0
n2c6-b2,4990.0
robot24c1_mat5_J,5997.0
mark3jac020sc,15929.0
reorientation_6,10379.0
xingo_afonso_itaipu,13656.0
G13,6615.0
rdb2048_noL,6800.0
nasa2910,21684.0
Trefethen_2000,12190.0
fpga_dcop_20,7333.0
deter3,11260.0
adder_dcop_64,6393.0
freeFlyingRobot_15,13206.0
dynamicSoaringProblem_4,10116.0
gams10am,4740.0
g7jac040,30796.0
n3c6-b6,12686.0
deltaX,56452.0
GL7d25,13368.0
CAG_mat1916,24111.0
fs_541_4,5240.0
lp_lotfi,5000.0
c-26,11880.0
bp_1000,6914.0
pf2177,13030.0
Chem97ZtZ,7472.0
lshp3466,8928.0
p2p-Gnutella31,34002.0
ex1,5276.0
rdb200,4904.0
IG5-11,10143.0
kineticBatchReactor_3,13476.0
adder_dcop_57,7013.0
wm2,6232.0
G43,6556.0
Maragal_2,5321.0
mbeacxc,10413.0
tumorAntiAngiogenesis_1,5621.0
ex3sta1,19952.0
pivtol,5317.0
lhr71,128223.0
adder_dcop_20,6534.0
spaceStation_7,5842.0
mark3jac080sc,52755.0
west0989,4972.0
dwt_1242,6161.0
gyro,106436.0
IG5-14,26275.0
ri2010,42236.0
lund_b,5287.0
dw2048,8664.0
orbitRaising_4,8308.0
coater2,33964.0
af_5_k101,2146840.0
turon_m,261970.0
fpga_dcop_01,5364.0
ex29,8275.0
G37,6907.0
G5,7555.0
coater1,6985.0
olm1000,5476.0
cavity09,7802.0
adder_dcop_59,6557.0
well1033,5726.0
rajat14,4968.0
bcsstm06,4800.0
bibd_49_3,8013.0
dwt_87,4553.0
lowThrust_7,36082.0
will199,4699.0
nopss_11k,14010.0
bfwb398,6327.0
af_shell3,2189190.0
fpga_dcop_36,5087.0
rajat19,5440.0
lpi_reactor,5173.0
ccc,35948.0
Tina_DisCog,4416.0
nemswrld,30002.0
wiki-Vote,17652.0
bayer09,8333.0
as-735,14811.0
stat96v5,25310.0
G44,6747.0
epb0,6440.0
lhr11,29651.0
Wordnet3,56361.0
spaceShuttleEntry_1,5999.0
jpwh_991,6008.0
bcsstm22,4627.0
n4c6-b4,26031.0
n3c4-b1,4451.0
robot,4682.0
ex20,15186.0
p2p-Gnutella08,9099.0
oscil_dcop_50,5384.0
wang4,32948.0
ck400,5330.0
mesh2em5,4972.0
rajat09,25361.0
G57,7478.0
adder_dcop_09,7451.0
tumorAntiAngiogenesis_2,5599.0
usps_norm_5NN,18920.0
shermanACa,9722.0
can_1054,8811.0
raefsky6,20502.0
gams30am,5720.0
commanche_dual,9259.0
fpga_trans_02,6499.0
zeros_nopss_13k,16352.0
oscil_dcop_10,6414.0
fpga_trans_01,6431.0
laser,6182.0
oscil_dcop_18,4872.0
lpi_greenbea,10595.0
reorientation_8,11594.0
fpga_dcop_19,9002.0
lp_recipe,4683.0
stoch_aircraft,9247.0
FA,16989.0
grid2,7854.0
ch6-6-b5,5525.0
dwt_162,5048.0
ch6-6-b1,4495.0
nos2,5336.0
n4c5-b5,10345.0
mk11-b4b,15008.0
fpga_dcop_43,8207.0
lnsp3937,11422.0
bcsstk22,4805.0
jagmesh2,6530.0
oscil_dcop_56,5047.0
tumorAntiAngiogenesis_5,5594.0
mk10-b1,4899.0
sherman1,5132.0
tumorAntiAngiogenesis_7,5130.0
descriptor_xingo6u,24445.0
route,32601.0
TSOPF_RS_b2383,1753250.0
bcsstm02,4221.0
lp_scfxm2,5488.0
lock_700,6501.0
deter5,7754.0
cavity06,8874.0
bcsstk06,6011.0
lpi_klein2,5049.0
language,489472.0
sphere3,5097.0
scsd8-2b,17379.0
radfr1,7002.0
M40PI_n1,5391.0
hvdc2,350772.0
Zd_Jac6,130233.0
lock1074,10542.0
cavity17,21863.0
scagr7-2b,14225.0
spaceStation_6,7897.0
adder_dcop_63,6157.0
fv2,18393.0
flower_4_1,5418.0
G15,5803.0
Trec9,5395.0
li,126296.0
Stranke94,4309.0
fpga_dcop_10,6386.0
reorientation_4,9368.0
ex12,31920.0
bp_800,6408.0
freeFlyingRobot_9,9966.0
bcsstk19,6395.0
G54,7099.0
lp_grow22,7496.0
chem_master1,42585.0
umistfacesnorm_10NN,5435.0
cis-n4c6-b13,18848.0
msc04515,18023.0
poisson2D,6645.0
fpga_dcop_25,6155.0
ted_B_unscaled,22453.0
lowThrust_1,6037.0
lp_degen3,9812.0
GL6_D_10,6124.0
GD99_b,4924.0
spaceStation_3,7239.0
iprob,8449.0
Zewail,23603.0
Franz3,6993.0
LeGresley_2508,8783.0
bips98_1450,15024.0
mycielskian9,8716.0
lp_pds_02,9931.0
stufe-10,20412.0
p2756,5935.0
g7jac050sc,31287.0
Franz10,25432.0
yeast,8834.0
ex23,11192.0
msc23052,105725.0
bcsstk11,9979.0
S10PI_n1,5663.0
dwt_419,4886.0
t2dal,11654.0
adder_dcop_66,8415.0
aa5,11586.0
fpga_dcop_33,8099.0
GD95_a,4273.0
bibd_15_7,15609.0
ch7-6-b1,5008.0
mixtank_new,170307.0
freeFlyingRobot_13,10313.0
bibd_9_3,4478.0
delaunay_n10,5303.0
Muu,24053.0
adder_trans_02,9679.0
dwt_878,7103.0
spaceStation_9,7464.0
pores_2,6556.0
soc-sign-bitcoin-otc,11659.0
tols90,4901.0
can_62,4352.0
GD98_c,4664.0
dendrimer,11538.0
deter0,7888.0
olm500,5007.0
lp_pds_20,87828.0
t2dah,28190.0
msc01440,11460.0
qh882,7024.0
adder_dcop_54,8897.0
TF12,5092.0
bcsstk07,6233.0
pores_3,5334.0
Goodwin_010,9858.0
Chebyshev3,12574.0
nemsafm,5678.0
zed,4307.0
G32,5689.0
fs_760_2,5741.0
kineticBatchReactor_5,16767.0
dwt_234,5347.0
