Matrix,Time(ns)
spaceShuttleEntry_3,11037.0
ex8,16934.0
nemeth25,104895.0
lp_standgub,6175.0
cage,5920.0
kineticBatchReactor_6,16224.0
ASIC_320ks,563503.0
case9,24331.0
psse0,20912.0
lp_pds_10,32769.0
c-45,28656.0
bfwa62,4653.0
Goodwin_013,13929.0
oscil_dcop_57,5761.0
gemat12,12003.0
dolphins,5673.0
d_pretok,227258.0
plbuckle,7360.0
jan99jac020sc,9059.0
jagmesh6,6581.0
c-47,35033.0
lp_stocfor1,4892.0
qpband,15042.0
G66,8787.0
GL6_D_9,6193.0
g7jac060sc,38397.0
lpi_box1,4579.0
lhr04c,14651.0
memplus,28782.0
3elt,8713.0
fs_541_2,5871.0
cavity07,10968.0
p2p-Gnutella24,17038.0
p0201,5330.0
rdb450,5517.0
GD98_b,4510.0
jan99jac060,28933.0
lp_brandy,5185.0
G2,11024.0
n3c6-b8,14085.0
mk10-b3,8573.0
cnae9_10NN,7020.0
cz148,5107.0
Franz5,11460.0
can_161,6041.0
lshp_577,5094.0
ch7-7-b2,11037.0
YaleB_10NN,11067.0
aa4,9927.0
cep1,7767.0
oscil_dcop_53,6352.0
G30,10664.0
spaceStation_11,7668.0
email-Eu-core-temporal,8884.0
cr42,7338.0
stokes64s,23557.0
polblogs,9186.0
obstclae,41931.0
dwt_193,5580.0
kneser_6_2_1,5133.0
ca-HepTh,14129.0
cat_ears_4_4,49853.0
delaunay_n13,13958.0
cat_ears_2_4,5690.0
Trefethen_20b,4522.0
Hamrle1,4575.0
D_9,6124.0
impcol_e,4875.0
dwt_492,5274.0
email-Eu-core,9295.0
add20,9467.0
G10,9947.0
G18,7458.0
epb2,32151.0
dwt_992,6450.0
nos5,5463.0
hydr1c,9874.0
deter2,12323.0
adder_dcop_11,6237.0
N_reactome,14192.0
relat7b,16097.0
mult_dcop_02,65950.0
fpga_dcop_04,5701.0
lshp1882,6324.0
n2c6-b9,5195.0
lp_scsd8,5262.0
viscoplastic1,15583.0
bcsstm19,5988.0
D_10,5325.0
Zhao1,34342.0
boyd2,240577.0
lp_d2q06c,7909.0
n3c5-b7,4439.0
IG5-7,4369.0
lp_ganges,5306.0
2cubes_sphere,220136.0
scsd8-2c,19845.0
gas11,5288.0
dataset16mfeatkarhunen_10NN,8772.0
adder_dcop_21,7783.0
cavity08,9741.0
fd12,11669.0
soc-sign-bitcoin-alpha,9395.0
lp_qap12,10507.0
can_187,6093.0
rdb1250,6448.0
lp_greenbeb,9413.0
G67,11203.0
str_400,6956.0
af_shell4,2188820.0
bodyy4,26005.0
n4c6-b1,4837.0
bips98_606,13855.0
lp_scfxm3,7636.0
mesh2e1,4991.0
r05,18780.0
g7jac010sc,9737.0
mark3jac040sc,25149.0
rajat06,15437.0
relat4,4579.0
lp_vtp_base,4855.0
lp_capri,5243.0
Trec4,5300.0
g7jac060,50324.0
landmark,88364.0
lp_ship12s,8368.0
Ecoli_10NN,6628.0
p0291,4692.0
ex33,9637.0
poli,8960.0
saylr4,10138.0
shuttle_eddy,18532.0
lp_shell,7067.0
Chebyshev2,10035.0
GD97_b,4681.0
lp_sc105,5066.0
jan99jac080sc,52622.0
crystm01,19258.0
lp_nug15,17324.0
dwt_307,6115.0
stokes64,24802.0
fpga_dcop_02,5755.0
GD06_theory,4964.0
bibd_12_4,5816.0
rdb200l,4922.0
windtunnel_evap2d,31768.0
Glass_10NN,4829.0
bmw3_2,1545960.0
gre_343,5048.0
GD96_b,3968.0
ch7-8-b3,31472.0
cz308,5579.0
refine,4572.0
ford1,23096.0
rim,90670.0
n3c6-b3,6081.0
large,9212.0
mesh1e1,4991.0
dwt_221,5742.0
adder_dcop_35,10298.0
mycielskian2,4346.0
ex7,14430.0
lp_sctap1,6711.0
lp_scfxm1,5933.0
can_61,4427.0
ch4-4-b2,4856.0
bbmat,174611.0
sctap1-2b,19925.0
dbir2,105727.0
fpga_dcop_32,6324.0
lpi_forest6,4689.0
oscil_dcop_23,4942.0
GL6_D_8,5432.0
Harvard500,5202.0
G29,10608.0
G65,8385.0
photogrammetry2,12724.0
n2c6-b10,5364.0
dwt_592,5263.0
av41092,209954.0
lung1,8107.0
aug3d,17403.0
jan99jac080,43575.0
ns3Da,165708.0
G14,6718.0
lp_cre_c,7551.0
fs_183_6,4844.0
jagmesh7,5494.0
karate,4350.0
lp_ship08l,6447.0
freeFlyingRobot_10,9926.0
CurlCurl_0,21146.0
G17,6331.0
ex27,17201.0
fpga_dcop_07,7643.0
lp_kb2,5478.0
n4c5-b8,8880.0
fpga_dcop_24,6232.0
fs_680_2,7135.0
rbsb480,8553.0
cdde2,6083.0
oscil_dcop_09,4791.0
G46,7161.0
mycielskian4,4500.0
adder_dcop_50,8130.0
fpga_dcop_34,5450.0
lp_scorpion,4867.0
email,6518.0
bwm200,4737.0
Tina_DisCal,4365.0
IG5-12,9540.0
nemeth23,118324.0
rail_5177,11004.0
plat1919,8706.0
Ga41As41H72,2415780.0
bcspwr03,4607.0
gupta1,263515.0
cdde4,5856.0
barth,8026.0
mark3jac060,46252.0
lp_cre_d,40835.0
lp_sierra,5607.0
bcsstk36,104474.0
bibd_9_5,6339.0
SiH4,24483.0
cavity16,21931.0
c-48,28921.0
g7jac020,12787.0
bp_1400,9101.0
odepb400,4648.0
rosen8,7994.0
wang2,8856.0
scsd8-2r,27883.0
lp_woodw,9372.0
shl_200,4995.0
Vehicle_10NN,5629.0
af_shell1,2198740.0
ex31,19625.0
matrix_9,173425.0
lp_degen2,5795.0
ch6-6-b3,6245.0
G55,8211.0
mk10-b2,6450.0
deter6,7505.0
oscil_dcop_30,6743.0
M80PI_n,11856.0
mark3jac020,15208.0
fpga_dcop_44,5460.0
rajat04,5907.0
scrs8-2r,14968.0
shl_0,6273.0
steam3,4470.0
Kaufhold,12912.0
192bit,35195.0
fpga_dcop_08,5649.0
adder_dcop_06,8132.0
adder_dcop_62,6164.0
wing,34743.0
bwm2000,7978.0
orsirr_2,6197.0
jagmesh8,5808.0
rajat12,9122.0
oscil_dcop_33,5738.0
ck656,6128.0
adder_dcop_30,8160.0
shl_400,6490.0
rel5,4716.0
G3,9620.0
n3c6-b9,9599.0
af_shell7,2187900.0
lshp1270,6417.0
dwa512,5136.0
bips07_2476,18917.0
illc1033,6091.0
n4c6-b3,8625.0
jagmesh9,6632.0
bp_0,6631.0
jagmesh4,6335.0
watson_1,148768.0
freeFlyingRobot_11,11905.0
cavity15,15308.0
c-23,11423.0
lp_ship04l,6403.0
Goodwin_017,17776.0
TF11,5640.0
cavity18,23038.0
bayer02,19428.0
utm1700b,9200.0
fpga_dcop_21,6928.0
G24,10552.0
fe_sphere,19966.0
Oregon-2,22799.0
model10,24395.0
piston,18501.0
dano3mip,16439.0
gams30a,5519.0
fxm2-16,12395.0
hep-th,12354.0
S40PI_n,7236.0
nemeth22,109032.0
cavity24,21515.0
lshp3025,9006.0
west2021,6297.0
bcsstk15,19758.0
Trefethen_700,6052.0
fpga_dcop_14,5862.0
bcsstk24,21516.0
delaunay_n12,8130.0
bcsstk02,5020.0
oscil_dcop_34,5009.0
lp_sc50b,4422.0
dynamicSoaringProblem_3,10826.0
rel7,14038.0
ukerbe1_dual,8655.0
n3c6-b1,4643.0
c-49,42115.0
qh768,5204.0
Trefethen_20,4352.0
cdde3,6001.0
bcsstk08,6582.0
lp_scsd1,4999.0
plantsmargin_12NN,8824.0
freeFlyingRobot_4,7849.0
plskz362,5049.0
D_7,6827.0
ex15,17179.0
Pd,8138.0
oscil_dcop_20,5084.0
c-46,25546.0
swang2,10974.0
appu,164321.0
S80PI_n,9042.0
lp_cycle,9935.0
cavity19,19750.0
nd12k,1767930.0
EPA,5808.0
lp_ship04s,6481.0
G59,11030.0
problem1,5169.0
NotreDame_yeast,6089.0
bcsstm13,7195.0
gre_216b,4619.0
ak2010,87496.0
ch7-6-b3,11916.0
TF15,14731.0
hydr1,9028.0
benzene,34565.0
tols1090,5169.0
aug3dcqp,32163.0
Raj1,189897.0
G36,7754.0
std1_Jac3,111957.0
bcsstm35,11665.0
lp_wood1p,11454.0
mycielskian8,7175.0
GD95_b,4377.0
west1505,5119.0
mk11-b4,15230.0
cat_ears_3_1,5770.0
c-39,25130.0
G49,5862.0
Trefethen_200,4683.0
fs_760_1,5162.0
man_5976,28207.0
jgl009,4448.0
Trefethen_150,4675.0
Plants_10NN,11153.0
dwt_503,7350.0
lp_scagr7,4544.0
f855_mat9,22563.0
c-21,11032.0
af_shell2,2183450.0
G51,6695.0
c-20,6994.0
adder_dcop_26,6546.0
fpga_dcop_28,5130.0
GD00_a,4960.0
mhda416,5351.0
diag,6533.0
cat_ears_3_4,10423.0
n4c5-b2,5016.0
dbir1,92481.0
G28,10606.0
dw256A,5843.0
tuma1,20606.0
oscil_dcop_12,5951.0
jendrec1,14324.0
nos6,7430.0
adder_dcop_31,6897.0
lp22,13225.0
c-50,46147.0
pores_1,4640.0
c-19,9416.0
dwt_918,7550.0
qh1484,5575.0
pds-100,388000.0
GD00_c,4788.0
G23,9991.0
lowThrust_5,33523.0
D_6,5752.0
coupled,30343.0
Olivetti_norm_10NN,5376.0
lp_osa_60,194489.0
jnlbrng1,42702.0
bcsstk03,4592.0
west0132,4785.0
lpi_woodinfe,4670.0
barth4,10449.0
gr_30_30,7553.0
lp_bandm,5105.0
ch7-9-b2,17067.0
lhr04,14398.0
nos1,6358.0
netscience,5948.0
CollegeMsg,9276.0
circuit204,6093.0
GD98_a,4383.0
hangGlider_1,4992.0
oscil_dcop_32,4615.0
bcspwr10,9259.0
adder_dcop_39,7065.0
power,9472.0
fpga_dcop_03,5369.0
Dubcova2,119601.0
lock2232,13741.0
TSOPF_FS_b9_c1,9911.0
ACTIVSg2000,10357.0
lp_nug08,7477.0
fxm3_6,14375.0
dwb512,5204.0
lap_25,4456.0
rail_20209,35080.0
bibd_12_5,5805.0
fpga_dcop_18,5861.0
rel3,4488.0
grid1,5098.0
goddardRocketProblem_2,6825.0
lpl3,20096.0
msc01050,7390.0
west0156,4948.0
af_2_k101,2129420.0
fv1,13788.0
meg1,13714.0
reorientation_5,9496.0
lpi_ex72a,4467.0
c-73,158559.0
raefsky5,24259.0
ex10hs,12462.0
t2d_q9,19696.0
rdist2,14129.0
ash85,5220.0
abb313,4844.0
adder_dcop_67,6130.0
Lin,206772.0
fxm2-6,6410.0
c-37,11738.0
west0167,4910.0
bcspwr09,6123.0
t2dal_bci,9129.0
Franz7,8842.0
TF13,6351.0
deter4,7076.0
skirt,32050.0
delaunay_n11,6790.0
dermatology_5NN,4846.0
adder_dcop_01,6365.0
dwt_869,6379.0
af_0_k101,2143400.0
gams10a,4571.0
lp_nug06,4543.0
lp_pilot,16215.0
gent113,5902.0
mk12-b3,30538.0
ch7-7-b5,36339.0
G7,9486.0
n2c6-b1,4472.0
bfwb62,4655.0
ch6-6-b4,10906.0
relat5,5486.0
rajat13,14352.0
ex21,6420.0
goddardRocketProblem_1,8369.0
lshp_265,4946.0
p010,24830.0
psse2,22705.0
can_715,5323.0
gas_sensor,138477.0
fd18,14783.0
rajat07,13240.0
rdb5000,8420.0
Sieber,7071.0
af_3_k101,2151540.0
lhr07c,23848.0
aa01,21235.0
nemeth24,118664.0
dwt_512,5157.0
jagmesh3,5438.0
lpi_vol1,4868.0
bcsstk28,26878.0
collins_15NN,7215.0
d_dyn1,5216.0
model1,4811.0
jan99jac100sc,58416.0
dynamicSoaringProblem_5,10639.0
adder_dcop_34,7647.0
gre_512,5136.0
wm3,5703.0
adder_dcop_55,7809.0
dwt_346,4944.0
Trec10,5879.0
jgl011,4759.0
LFAT5,4582.0
primagaz,8987.0
lp_standmps,7006.0
lp_sc205,5059.0
fpga_dcop_27,8572.0
kineticBatchReactor_4,14875.0
lp_fit1p,6027.0
Franz4,14524.0
Maragal_7,216620.0
jan99jac120sc,74195.0
oscil_dcop_55,4936.0
rel6,5464.0
can_73,4295.0
tp-6,1661900.0
aa03,9198.0
msc10848,96558.0
oscil_dcop_19,5685.0
hangGlider_4,32457.0
dwt_2680,9876.0
brainpc2,37210.0
olm2000,6995.0
cz1268,10167.0
lpi_bgdbg1,5971.0
Trec12,33359.0
bcsstm34,9642.0
dataset22mfeatzernike_10NN,8884.0
dwt_59,4755.0
rotor1,4740.0
p2p-Gnutella25,15721.0
ABACUS_shell_ud,38650.0
cis-n4c6-b14,8264.0
lp_grow15,7462.0
LF10000,25392.0
oscil_dcop_26,4999.0
af_shell9,2201140.0
cari,17164.0
bp_600,6467.0
n3c4-b4,4725.0
fome11,17740.0
Hamrle2,11051.0
ACTIVSg70K,111698.0
lpi_bgindy,14030.0
bp_400,7205.0
G4,10300.0
delaunay_n15,69626.0
s3rmt3m3,25560.0
west0479,5301.0
adder_dcop_43,7132.0
bcsstm26,6378.0
GD01_c,4370.0
tumorAntiAngiogenesis_4,5353.0
lhr71c,125824.0
CAG_mat72,5082.0
p2p-Gnutella04,10888.0
ex25,7051.0
aircraft,6659.0
p0040,4364.0
c-42,21667.0
adder_dcop_28,6517.0
cavity22,21030.0
adder_dcop_07,7274.0
lp_greenbea,9765.0
crashbasis,174255.0
rajat26,77702.0
G60,10379.0
hangGlider_3,20367.0
M40PI_n,8749.0
dataset20mfeatpixel_10NN,11631.0
lp_bnl1,7636.0
iiasa,5503.0
D_5,5016.0
Trec5,4382.0
adder_dcop_02,8912.0
venkat01,136491.0
fd15,11511.0
WorldCities,5920.0
cz2548,7506.0
adder_dcop_41,6488.0
utm5940,17591.0
M80PI_n1,9690.0
wheel_3_1,4091.0
biplane-9,21289.0
blckhole,6531.0
n3c5-b4,4842.0
cavity05,10121.0
crack_dual,17263.0
lpi_mondou2,4886.0
3elt_dual,12723.0
Erdos971,4719.0
IG5-17,137734.0
spaceShuttleEntry_4,11177.0
lesmis,5405.0
bcsstm24,7863.0
scagr7-2c,8585.0
G41,11579.0
lp_ship12l,8982.0
adder_dcop_45,8877.0
poli3,13995.0
cdde6,8244.0
Ill_Stokes,37199.0
oscil_dcop_16,5159.0
lp_finnis,5207.0
162bit,12511.0
mycielskian11,17118.0
adder_dcop_14,5910.0
ch7-7-b1,4846.0
astro-ph,79695.0
Trec11,10320.0
deter8,8051.0
wang1,9048.0
oscil_dcop_13,5473.0
lp_share2b,4312.0
impcol_d,4853.0
bmwcra_1,1211490.0
S10PI_n,4783.0
fpga_dcop_45,6276.0
cz10228,19784.0
shermanACb,41439.0
can_292,5589.0
struct4,26612.0
plantstexture_10NN,8057.0
lp_sc50a,4707.0
M10PI_n,7184.0
powersim,18469.0
model6,8340.0
mk11-b3,15017.0
cis-n4c6-b15,5847.0
spiral,7734.0
flower_7_1,4567.0
klein-b2,4481.0
arc130,4862.0
Si2,9200.0
08blocks,4455.0
Maragal_4,9854.0
bcsstk35,131271.0
p05,13404.0
bfwa782,7264.0
bayer05,8795.0
oscil_dcop_37,5085.0
scfxm1-2b,29274.0
air06,11200.0
dwt_198,5932.0
can_24,4204.0
grid1_dual,4736.0
lp_perold,4931.0
mark3jac080,60117.0
aft01,22358.0
dwt_1007,6210.0
fpga_dcop_16,6465.0
G1,8990.0
deter7,10178.0
b2_ss,6942.0
lutz30-23-b6,7002.0
ex18,15459.0
adder_dcop_60,6186.0
G8,8917.0
bfly,27797.0
n3c4-b3,4388.0
adder_dcop_12,6885.0
iris_dataset_30NN,5400.0
lns_131,4595.0
D6-6,33683.0
lp_modszk1,5384.0
JapaneseVowelsSmall_10NN,25700.0
adder_dcop_16,6518.0
662_bus,4783.0
karted,231869.0
gre_216a,4503.0
Erdos982,7561.0
wheel_7_1,4396.0
mbeaflw,7912.0
freeFlyingRobot_12,13808.0
n3c5-b5,4856.0
air04,11312.0
af_shell5,2195760.0
mesh1em6,4224.0
vsp_data_and_seymourl,22798.0
beause,9307.0
LeGresley_4908,17469.0
copter1,34476.0
g7jac040sc,25461.0
G48,6136.0
watt_1,8774.0
G47,8434.0
fpga_dcop_46,6323.0
spaceShuttleEntry_2,9108.0
can_144,6025.0
sherman3,9766.0
c-18,8681.0
lp_grow7,5427.0
ex37,13475.0
torso2,120286.0
bayer10,22331.0
ODLIS,8029.0
G39,8391.0
oscil_dcop_45,5193.0
n4c5-b6,12455.0
EX4,14081.0
MISKnowledgeMap,12622.0
model7,27195.0
gen4,33435.0
msc00726,9847.0
pde900,7493.0
luxembourg_osm,79126.0
freeFlyingRobot_14,13530.0
ACTIVSg10K,26026.0
S40PI_n1,5829.0
adder_dcop_38,8183.0
cavity02,7601.0
adder_dcop_08,7252.0
oscil_dcop_11,5547.0
rajat08,22127.0
GL6_D_7,5246.0
fpga_dcop_11,5513.0
as-22july06,31844.0
slptsk,14182.0
n4c5-b4,7660.0
adder_dcop_37,7604.0
p2p-Gnutella05,11069.0
cage8,7302.0
scrs8-2b,6439.0
bratu3d,33984.0
rdb800l,5294.0
f855_mat9_I,20812.0
invextr1_new,181865.0
c-44,16189.0
model9,12546.0
illc1850,7663.0
ex2,7995.0
dw1024,7547.0
GD99_c,4412.0
D_11,5850.0
meg4,15084.0
cell2,13932.0
cegb3024,14755.0
lp_sctap3,6945.0
ch8-8-b1,5366.0
cavity03,5329.0
G45,6271.0
Zhao2,35584.0
fome12,51296.0
oscil_dcop_38,5329.0
GD96_a,5814.0
cavity11,13002.0
kineticBatchReactor_9,18475.0
adder_dcop_23,5951.0
ex4,9504.0
bcsstm05,4487.0
D_8,8659.0
lp_etamacro,6009.0
cat_ears_4_1,4978.0
SmallW,4823.0
de2010,37822.0
nasa1824,8071.0
lshp2233,6720.0
g7jac020sc,12390.0
wheel_4_1,4394.0
whitaker3,14819.0
n3c6-b10,6358.0
fpga_dcop_23,5370.0
nl,14001.0
cz5108,12712.0
fe_4elt2,14935.0
oscil_dcop_21,4793.0
Maragal_5,19437.0
dw256B,6377.0
BenElechi1,1560860.0
oscil_dcop_28,4987.0
Tina_AskCal,4373.0
robot24c1_mat5,6259.0
n2c6-b6,9680.0
pgp2,8899.0
c-34,12176.0
air05,8796.0
Pd_rhs,6432.0
lp_qap8,5977.0
kleemin,4176.0
G61,10519.0
mimo8x8_system,12356.0
rbsa480,6320.0
lp_cre_a,8552.0
abtaha1,11040.0
jan99jac060sc,30257.0
bauru5727,44560.0
can_229,4868.0
cryg10000,18910.0
ash608,5858.0
tols2000,7108.0
gen1,13085.0
dataset12mfeatfactors_10NN,15071.0
oscil_dcop_54,5654.0
nnc1374,9480.0
kineticBatchReactor_2,13008.0
saylr3,7431.0
lp_ken_11,14619.0
air03,15152.0
bips98_1142,14760.0
lpi_gran,8009.0
oscil_dcop_01,4954.0
shock-9,26621.0
mk9-b1,4583.0
lp_bnl2,10450.0
dynamicSoaringProblem_1,7379.0
deter1,10769.0
well1850,8128.0
mahindas,7876.0
bcspwr06,7280.0
nasa2146,14379.0
adder_dcop_52,6512.0
can_1072,6816.0
lowThrust_2,10367.0
lp_fit2p,12867.0
uk,10455.0
n2c6-b2,5770.0
robot24c1_mat5_J,7415.0
mark3jac020sc,14473.0
reorientation_6,11203.0
xingo_afonso_itaipu,15725.0
G13,5873.0
rdb2048_noL,8449.0
nasa2910,22797.0
Trefethen_2000,10888.0
fpga_dcop_20,8341.0
deter3,12716.0
adder_dcop_64,8241.0
freeFlyingRobot_15,13160.0
dynamicSoaringProblem_4,10916.0
gams10am,4385.0
g7jac040,27090.0
n3c6-b6,13896.0
deltaX,56813.0
GL7d25,15595.0
CAG_mat1916,23844.0
fs_541_4,6054.0
lp_lotfi,4968.0
c-26,11725.0
bp_1000,6943.0
pf2177,13274.0
Chem97ZtZ,7174.0
lshp3466,8217.0
p2p-Gnutella31,30554.0
ex1,4886.0
rdb200,5113.0
IG5-11,8654.0
kineticBatchReactor_3,13282.0
adder_dcop_57,6953.0
wm2,4786.0
G43,6237.0
Maragal_2,5052.0
mbeacxc,9540.0
tumorAntiAngiogenesis_1,6626.0
ex3sta1,19947.0
pivtol,4630.0
lhr71,124039.0
adder_dcop_20,5444.0
spaceStation_7,6826.0
mark3jac080sc,50190.0
west0989,5084.0
dwt_1242,5985.0
gyro,110517.0
IG5-14,26227.0
ri2010,43122.0
lund_b,4875.0
dw2048,7303.0
orbitRaising_4,6976.0
coater2,34779.0
af_5_k101,2148150.0
turon_m,264601.0
fpga_dcop_01,6166.0
ex29,7468.0
G37,9293.0
G5,10946.0
coater1,9809.0
olm1000,7583.0
cavity09,9725.0
adder_dcop_59,8745.0
well1033,8595.0
rajat14,6053.0
bcsstm06,4696.0
bibd_49_3,11952.0
dwt_87,5614.0
lowThrust_7,35751.0
will199,4813.0
nopss_11k,15039.0
bfwb398,7247.0
af_shell3,2184600.0
fpga_dcop_36,5329.0
rajat19,5888.0
lpi_reactor,4976.0
ccc,39556.0
Tina_DisCog,4080.0
nemswrld,33705.0
wiki-Vote,18533.0
bayer09,9223.0
as-735,13650.0
stat96v5,23943.0
G44,6485.0
epb0,6094.0
lhr11,30115.0
Wordnet3,59336.0
spaceShuttleEntry_1,5564.0
jpwh_991,5524.0
bcsstm22,4872.0
n4c6-b4,26180.0
n3c4-b1,4498.0
robot,5096.0
ex20,15043.0
p2p-Gnutella08,7855.0
oscil_dcop_50,5055.0
wang4,33842.0
ck400,5348.0
mesh2em5,4679.0
rajat09,25714.0
G57,6952.0
adder_dcop_09,6950.0
tumorAntiAngiogenesis_2,5316.0
usps_norm_5NN,17943.0
shermanACa,11309.0
can_1054,8779.0
raefsky6,21097.0
gams30am,5069.0
commanche_dual,9193.0
fpga_trans_02,6493.0
zeros_nopss_13k,17352.0
oscil_dcop_10,5856.0
fpga_trans_01,8143.0
laser,6140.0
oscil_dcop_18,4950.0
lpi_greenbea,10752.0
reorientation_8,10829.0
fpga_dcop_19,5227.0
lp_recipe,4549.0
stoch_aircraft,9839.0
FA,15443.0
grid2,7021.0
ch6-6-b5,5235.0
dwt_162,4932.0
ch6-6-b1,4711.0
nos2,6384.0
n4c5-b5,8816.0
mk11-b4b,15218.0
fpga_dcop_43,6416.0
lnsp3937,10647.0
bcsstk22,4987.0
jagmesh2,6122.0
oscil_dcop_56,5372.0
tumorAntiAngiogenesis_5,5276.0
mk10-b1,4925.0
sherman1,5135.0
tumorAntiAngiogenesis_7,5739.0
descriptor_xingo6u,22088.0
route,29573.0
TSOPF_RS_b2383,1740300.0
bcsstm02,4161.0
lp_scfxm2,5737.0
lock_700,7006.0
deter5,8002.0
cavity06,7786.0
bcsstk06,5939.0
lpi_klein2,4839.0
language,460709.0
sphere3,4422.0
scsd8-2b,19659.0
radfr1,6048.0
M40PI_n1,6270.0
hvdc2,348548.0
Zd_Jac6,128034.0
lock1074,11180.0
cavity17,21897.0
scagr7-2b,12311.0
spaceStation_6,9456.0
adder_dcop_63,7682.0
fv2,20117.0
flower_4_1,5294.0
G15,5847.0
Trec9,5408.0
li,116623.0
Stranke94,4161.0
fpga_dcop_10,8558.0
reorientation_4,11512.0
ex12,16634.0
bp_800,7117.0
freeFlyingRobot_9,11557.0
bcsstk19,8192.0
G54,5792.0
lp_grow22,5489.0
chem_master1,42514.0
umistfacesnorm_10NN,5176.0
cis-n4c6-b13,15994.0
msc04515,18219.0
poisson2D,5951.0
fpga_dcop_25,5675.0
ted_B_unscaled,23168.0
lowThrust_1,5878.0
lp_degen3,9861.0
GL6_D_10,6161.0
GD99_b,4696.0
spaceStation_3,6271.0
iprob,7832.0
Zewail,14949.0
Franz3,7129.0
LeGresley_2508,8553.0
bips98_1450,17324.0
mycielskian9,7561.0
lp_pds_02,8337.0
stufe-10,20565.0
p2756,7380.0
g7jac050sc,34146.0
Franz10,25495.0
yeast,8758.0
ex23,11196.0
msc23052,108314.0
bcsstk11,10339.0
S10PI_n1,5273.0
dwt_419,4649.0
t2dal,11658.0
adder_dcop_66,8733.0
aa5,11955.0
fpga_dcop_33,7288.0
GD95_a,4234.0
bibd_15_7,14044.0
ch7-6-b1,4231.0
mixtank_new,167844.0
freeFlyingRobot_13,25808.0
bibd_9_3,5784.0
delaunay_n10,6127.0
Muu,24058.0
adder_trans_02,7849.0
dwt_878,5741.0
spaceStation_9,9341.0
pores_2,9377.0
soc-sign-bitcoin-otc,11316.0
tols90,5636.0
can_62,4614.0
GD98_c,4580.0
dendrimer,11605.0
deter0,6601.0
olm500,5969.0
lp_pds_20,75037.0
t2dah,30320.0
msc01440,11747.0
qh882,6803.0
adder_dcop_54,6710.0
TF12,6168.0
bcsstk07,7969.0
pores_3,5460.0
Goodwin_010,9602.0
Chebyshev3,12929.0
nemsafm,6523.0
zed,4426.0
G32,5754.0
fs_760_2,6197.0
kineticBatchReactor_5,17404.0
dwt_234,5579.0
