Matrix,1 Threads
lp_agg3,4163.0
lp_bandm,2619.0
lp_beaconfd,2613.0
lp_blend,1075.0
lp_bnl1,4811.0
lp_bnl2,12361.0
lp_bore3d,1902.0
lp_brandy,2246.0
lp_capri,2256.0
lp_cre_a,18295.0
lp_cre_c,14969.0
lp_cre_d,209597.0
lp_cycle,17288.0
lp_czprob,6768.0
lp_d2q06c,22041.0
lp_d6cube,19181.0
lp_degen2,5045.0
lp_degen3,14944.0
lp_dfl001,51139.0
lp_e226,2554.0
lp_etamacro,2865.0
lp_fffff800,4906.0
lp_finnis,3178.0
lp_fit1d,6397.0
lp_fit1p,7003.0
lp_fit2d,53399.0
lp_fit2p,43052.0
lp_ganges,8003.0
lp_gfrd_pnc,3098.0
lp_greenbea,22244.0
lp_greenbeb,22208.0
lp_grow15,5525.0
lp_grow22,7200.0
lp_grow7,2452.0
lp_israel,2298.0
lp_kb2,910.0
lp_ken_07,10434.0
lp_ken_11,49403.0
lp_ken_13,99062.0
lp_lotfi,1612.0
lp_maros,9081.0
lp_maros_r7,82560.0
lp_modszk1,3389.0
lp_nug05,1808.0
lp_nug06,2565.0
lp_nug07,4438.0
lp_nug08,4646.0
lp_nug12,25697.0
lp_nug15,65061.0
lp_nug30,1279620.0
lp_osa_07,69271.0
lp_osa_60,1200900.0
lp_pds_02,14974.0
lp_pds_06,130061.0
lp_pds_10,262179.0
lp_pds_20,563131.0
lp_perold,5351.0
lp_pilot,27190.0
lp_pilot4,4221.0
lp_pilot87,41630.0
lp_pilot_ja,9721.0
lp_pilot_we,8206.0
lp_pilotnov,10532.0
lp_qap12,24404.0
lp_qap15,64707.0
lp_qap8,4637.0
lp_recipe,1180.0
lp_sc105,1002.0
lp_sc205,1363.0
lp_sc50a,784.0
lp_sc50b,803.0
lp_scagr25,2449.0
lp_scagr7,1162.0
lp_scfxm1,2852.0
lp_scfxm2,5045.0
lp_scfxm3,7232.0
lp_scorpion,2056.0
lp_scrs8,3480.0
lp_scsd1,2662.0
lp_scsd6,3285.0
lp_scsd8,6059.0
lp_sctap1,2319.0
lp_sctap2,6768.0
lp_sctap3,8772.0
lp_share1b,1543.0
lp_share2b,1316.0
lp_shell,3678.0
lp_ship04l,4823.0
lp_ship04s,4995.0
lp_ship08l,8808.0
lp_ship08s,7174.0
lp_ship12l,11302.0
lp_ship12s,8449.0
lp_sierra,7392.0
lp_stair,3645.0
lp_standata,2941.0
lp_standgub,3050.0
lp_standmps,3528.0
lp_stocfor1,1189.0
lp_stocfor2,9834.0
lp_stocfor3,74571.0
lp_truss,17366.0
lp_tuff,3308.0
lp_vtp_base,1615.0
lp_wood1p,24560.0
lp_woodw,19915.0
lpi_bgdbg1,2285.0
lpi_bgetam,2815.0
lpi_bgindy,40926.0
lpi_bgprtr,666.0
lpi_box1,1152.0
lpi_ceria3d,17154.0
lpi_chemcom,2031.0
lpi_cplex1,11116.0
lpi_cplex2,1814.0
lpi_ex72a,1071.0
lpi_ex73a,1062.0
lpi_forest6,860.0
lpi_galenet,617.0
lpi_gosh,62994.0
lpi_gran,14635.0
lpi_greenbea,22652.0
lpi_itest2,619.0
lpi_itest6,624.0
lpi_klein1,1222.0
lpi_klein2,4380.0
lpi_klein3,10808.0
lpi_mondou2,1931.0
lpi_pang,3007.0
lpi_pilot4i,4243.0
lpi_qual,2109.0
lpi_reactor,2727.0
lpi_refinery,2125.0
lpi_vol1,2127.0
lpi_woodinfe,767.0
lpl2,24004.0
lpl3,70992.0
lshp1009,7063.0
lshp1270,8575.0
lshp1561,10309.0
lshp1882,12378.0
lshp2233,14394.0
lshp2614,16846.0
lshp3025,19274.0
lshp3466,21898.0
lshp_265,2264.0
lshp_406,3153.0
lshp_577,4289.0
lshp_778,5452.0
lund_a,2257.0
lund_b,2248.0
lung1,8212.0
lutz30-23-b6,11276.0
luxembourg_osm,491570.0
m3plates,12117.0
mahindas,6662.0
majorbasis,1302160.0
man_5976,126072.0
mario001,201006.0
mark3jac020,54356.0
mark3jac020sc,52653.0
mark3jac040,139390.0
mark3jac040sc,131375.0
mark3jac060,207406.0
mark3jac060sc,214648.0
mark3jac080,298948.0
mark3jac080sc,301079.0
matrix_9,1324080.0
mbeacxc,22156.0
mbeaflw,22121.0
mbeause,19602.0
mcca,2348.0
mcfe,15958.0
meg1,36469.0
meg4,40962.0
memplus,109652.0
mesh1e1,877.0
mesh1em1,880.0
mesh1em6,877.0
mesh2e1,2483.0
mesh2em5,2466.0
mesh3e1,2476.0
mesh3em5,2424.0
mhd3200a,42332.0
mhd3200b,14922.0
mhd4800a,63291.0
mhd4800b,22646.0
mhda416,5950.0
mhdb416,2620.0
mice_10NN,10009.0
micromass_10NN,6768.0
mimo28x28_system,85113.0
mimo46x46_system,85257.0
mimo8x8_system,86086.0
minnesota,8254.0
minsurfo,215882.0
mixtank_new,1304210.0
mk10-b1,1811.0
mk10-b2,12143.0
mk10-b3,12979.0
mk10-b4,5751.0
mk11-b1,2439.0
mk11-b2,25914.0
mk11-b3,46470.0
mk11-b4,55148.0
mk11-b4b,50394.0
mk12-b1,3356.0
mk12-b2,51101.0
mk12-b3,137176.0
mk12-b5,53737.0
mk9-b1,1350.0
mk9-b2,5355.0
mk9-b3,3168.0
mnist_test_norm_10NN,203601.0
mod2,315070.0
model1,3075.0
model10,105260.0
model2,6404.0
model3,15759.0
model4,24020.0
model5,44945.0
model6,18306.0
model7,33792.0
model8,19870.0
model9,38242.0
msc00726,21849.0
msc01050,17491.0
msc01440,29609.0
msc04515,73253.0
msc10848,689520.0
msc23052,890751.0
msdoor,19752300.0
mult_dcop_01,405673.0
mult_dcop_02,407579.0
mult_dcop_03,407082.0
mycielskian10,23807.0
mycielskian11,69284.0
mycielskian2,592.0
mycielskian3,611.0
mycielskian4,645.0
mycielskian5,739.0
mycielskian6,991.0
mycielskian7,1680.0
mycielskian8,3573.0
mycielskian9,8235.0
n2c6-b1,818.0
n2c6-b10,943.0
n2c6-b2,2379.0
n2c6-b3,4234.0
n2c6-b4,16544.0
n2c6-b5,24698.0
n2c6-b6,37464.0
n2c6-b7,18630.0
n2c6-b8,11211.0
n2c6-b9,3037.0
n3c4-b1,629.0
n3c4-b2,638.0
n3c4-b3,640.0
n3c4-b4,625.0
n3c5-b1,705.0
n3c5-b2,1098.0
n3c5-b3,1217.0
n3c5-b4,2060.0
n3c5-b5,1738.0
n3c5-b6,1438.0
n3c5-b7,771.0
n3c6-b1,822.0
n3c6-b10,6310.0
n3c6-b11,1130.0
n3c6-b2,2383.0
n3c6-b3,4263.0
n3c6-b4,16472.0
n3c6-b5,25085.0
n3c6-b6,40234.0
n3c6-b7,28253.0
n3c6-b8,35858.0
n3c6-b9,19283.0
n4c5-b1,820.0
n4c5-b10,1701.0
n4c5-b11,697.0
n4c5-b2,2411.0
n4c5-b3,4243.0
n4c5-b4,15615.0
n4c5-b5,21826.0
n4c5-b6,29883.0
n4c5-b7,16341.0
n4c5-b8,14136.0
n4c5-b9,5405.0
n4c6-b1,1004.0
n4c6-b13,60224.0
n4c6-b14,10180.0
n4c6-b15,1187.0
n4c6-b2,5603.0
n4c6-b3,16206.0
n4c6-b4,107957.0
nasa1824,26741.0
nasa2146,43041.0
nasa2910,108489.0
nasa4704,74170.0
ncvxqp1,96549.0
ncvxqp9,61968.0
nd12k,13389400.0
nemeth21,591074.0
nemeth22,724275.0
nemeth23,786935.0
nemeth24,788619.0
nemeth25,774615.0
nemeth26,775989.0
nemsafm,2993.0
nemscem,3696.0
nemsemm1,511564.0
nemsemm2,164063.0
nemspmm1,36472.0
nemspmm2,40181.0
nemswrld,156899.0
neos,2305300.0
netscience,6520.0
netz4504,6187.0
netz4504_dual,2959.0
nh2010,723827.0
nl,37115.0
nmos3,380401.0
nnc1374,8160.0
nnc261,2074.0
nnc666,4293.0
nopoly,83959.0
nopss_11k,69284.0
nos1,1718.0
nos2,4893.0
nos3,11124.0
nos4,1147.0
nos5,4424.0
nos6,3982.0
nos7,4824.0
ns3Da,1226510.0
nsic,3173.0
nsir,92135.0
nug08-3rd,121654.0
obstclae,210511.0
odepa400,2131.0
odepb400,1174.0
olafu,627951.0
olm100,956.0
olm1000,3764.0
olm2000,6666.0
olm500,2315.0
olm5000,15355.0
onetone2,364439.0
optdigits_10NN,108069.0
orani678,39548.0
orbitRaising_1,3069.0
orbitRaising_2,5733.0
orbitRaising_3,5546.0
orbitRaising_4,6618.0
orsirr_1,6712.0
orsirr_2,5899.0
orsreg_1,13148.0
oscil_dcop_01,2178.0
oscil_dcop_02,2204.0
oscil_dcop_03,2181.0
oscil_dcop_04,2177.0
oscil_dcop_05,2184.0
oscil_dcop_06,2179.0
oscil_dcop_07,2183.0
oscil_dcop_08,2187.0
oscil_dcop_09,2210.0
oscil_dcop_10,2173.0
oscil_dcop_11,2229.0
oscil_dcop_12,2204.0
oscil_dcop_13,2174.0
oscil_dcop_14,2188.0
oscil_dcop_15,2270.0
oscil_dcop_16,2176.0
oscil_dcop_17,2190.0
oscil_dcop_18,2230.0
oscil_dcop_19,2236.0
oscil_dcop_20,2221.0
oscil_dcop_21,2206.0
oscil_dcop_22,2180.0
oscil_dcop_23,2178.0
oscil_dcop_24,2182.0
oscil_dcop_25,2174.0
oscil_dcop_26,2187.0
oscil_dcop_27,2179.0
oscil_dcop_28,2253.0
oscil_dcop_29,2189.0
oscil_dcop_30,2220.0
oscil_dcop_31,2222.0
oscil_dcop_32,2171.0
oscil_dcop_33,2179.0
oscil_dcop_34,2184.0
oscil_dcop_35,2182.0
oscil_dcop_36,2195.0
oscil_dcop_37,2178.0
oscil_dcop_38,2178.0
oscil_dcop_39,2277.0
oscil_dcop_40,2206.0
oscil_dcop_41,2170.0
oscil_dcop_42,2190.0
oscil_dcop_43,2175.0
oscil_dcop_44,2203.0
oscil_dcop_45,2172.0
oscil_dcop_46,2166.0
oscil_dcop_47,2236.0
oscil_dcop_48,2156.0
oscil_dcop_49,2185.0
oscil_dcop_50,2190.0
oscil_dcop_51,2251.0
oscil_dcop_52,2186.0
oscil_dcop_53,2181.0
oscil_dcop_54,2207.0
oscil_dcop_55,2186.0
oscil_dcop_56,2188.0
oscil_dcop_57,2195.0
oscil_trans_01,2267.0
p0033,703.0
p0040,750.0
p010,85807.0
p0201,2044.0
p0282,2343.0
p0291,2398.0
p05,32787.0
p0548,2023.0
p2756,8290.0
p2p-Gnutella04,50113.0
p2p-Gnutella05,30647.0
p2p-Gnutella06,28677.0
p2p-Gnutella08,18344.0
p2p-Gnutella09,24091.0
p2p-Gnutella24,99638.0
p2p-Gnutella25,70456.0
p2p-Gnutella30,131600.0
p2p-Gnutella31,246814.0
p6000,10824.0
pcb1000,13962.0
pcb3000,33909.0
pde225,1789.0
pde2961,16038.0
pde900,5199.0
pds-100,2817900.0
pds-90,2617530.0
pds10,297432.0
pesa,82031.0
pf2177,37252.0
pgp2,21802.0
photogrammetry,9405.0
photogrammetry2,27649.0
piston,56725.0
pivtol,977.0
plantsmargin_12NN,17239.0
plantstexture_10NN,15164.0
plat1919,21752.0
plat362,4609.0
plbuckle,19623.0
plddb,11962.0
plsk1919,5032.0
plskz362,1496.0
pltexpa,100560.0
poisson2D,2789.0
polblogs,12752.0
polbooks,1352.0
poli,9596.0
poli3,89093.0
poli4,123887.0
poli_large,46505.0
pores_1,764.0
pores_2,8100.0
pores_3,3482.0
power,15833.0
powersim,65292.0
primagaz,15284.0
problem,705.0
problem1,3112.0
progas,8648.0
psse0,79507.0
psse1,46489.0
psse2,89418.0
pwtk,11322300.0
qa8fk,1091210.0
qa8fm,1093110.0
qh1484,5897.0
qh768,3358.0
qh882,3772.0
qiulp,5267.0
qpband,45172.0
r05,60437.0
radfr1,9764.0
raefsky3,756063.0
raefsky4,733310.0
raefsky5,142169.0
raefsky6,100097.0
rail4284,13395200.0
rail_1357,8361.0
rail_20209,240082.0
rail_5177,32352.0
rajat01,45799.0
rajat02,10097.0
rajat03,36730.0
rajat04,7751.0
rajat05,2057.0
rajat06,54679.0
rajat07,71569.0
rajat08,92922.0
rajat09,118636.0
rajat10,146086.0
rajat11,1382.0
rajat12,10962.0
rajat13,43162.0
rajat14,1842.0
rajat19,5793.0
rajat21,3684480.0
rajat22,476294.0
rajat24,3971110.0
rajat26,621333.0
rajat27,229373.0
rbsa480,12557.0
rbsb480,11596.0
rdb1250,6916.0
rdb1250l,6876.0
rdb200,1743.0
rdb200l,1715.0
rdb2048,11219.0
rdb2048_noL,11070.0
rdb3200l,16744.0
rdb450,2949.0
rdb450l,2938.0
rdb5000,25775.0
rdb800l,4693.0
rdb968,5544.0
rdist1,57330.0
rdist2,37870.0
rdist3a,37206.0
refine,772.0
rel3,607.0
rel4,730.0
rel5,1322.0
rel6,5240.0
rel7,42859.0
relat3,627.0
relat4,772.0
relat5,1649.0
relat6,7131.0
relat7,61546.0
relat7b,61515.0
reorientation_1,5603.0
reorientation_2,13013.0
reorientation_3,22237.0
reorientation_4,24054.0
reorientation_5,24894.0
reorientation_6,25608.0
reorientation_7,25591.0
reorientation_8,27900.0
rgg010,690.0
ri2010,378481.0
rim,661228.0
rkat7_mat5,20406.0
robot,1382.0
robot24c1_mat5,9140.0
robot24c1_mat5_J,7782.0
rosen1,13839.0
rosen10,34963.0
rosen2,26094.0
rosen7,4694.0
rosen8,9681.0
rotor1,1237.0
rotor2,7891.0
route,145463.0
rw136,1178.0
rw496,2343.0
rw5151,15823.0
s1rmt3m1,124280.0
s2rmt3m1,124979.0
s3rmt3m1,125565.0
s3rmt3m3,116766.0
saylr1,1859.0
saylr3,4469.0
saylr4,20032.0
sc205-2r,132691.0
scagr7-2b,36112.0
scagr7-2c,9686.0
scagr7-2r,126420.0
scfxm1-2b,94560.0
scfxm1-2r,192146.0
scrs8-2b,7675.0
scrs8-2c,7703.0
scrs8-2r,55635.0
scsd8-2b,69860.0
scsd8-2c,70384.0
scsd8-2r,119282.0
sctap1-2b,84332.0
sctap1-2c,19116.0
sctap1-2r,157614.0
se,120967.0
semeion_10NN,15516.0
seymourl,50661.0
shar_te2-b1,31233.0
sherman1,4500.0
sherman2,16391.0
sherman3,20594.0
sherman4,4729.0
sherman5,17634.0
shermanACa,20246.0
shermanACb,300282.0
shermanACd,75763.0
shl_0,2380.0
shl_200,2445.0
shl_400,2480.0
shock-9,123529.0
shuttle_eddy,79220.0
shyy41,19004.0
sit100,82009.0
skirt,227960.0
slptsk,43761.0
small,3661.0
soc-sign-bitcoin-alpha,19406.0
soc-sign-bitcoin-otc,38041.0
south31,102133.0
spaceShuttleEntry_1,5350.0
spaceShuttleEntry_2,15645.0
spaceShuttleEntry_3,18822.0
spaceShuttleEntry_4,25743.0
spaceStation_1,1344.0
spaceStation_10,12182.0
spaceStation_11,13386.0
spaceStation_12,13649.0
spaceStation_13,16124.0
spaceStation_14,16412.0
spaceStation_2,4342.0
spaceStation_3,4217.0
spaceStation_4,9499.0
spaceStation_5,10570.0
spaceStation_6,11880.0
spaceStation_7,12363.0
spaceStation_8,12866.0
spaceStation_9,13154.0
sparsine,942067.0
sphere2,1030.0
sphere3,2345.0
spiral,12146.0
spmsrtls,179167.0
sstmodel,19147.0
stat96v5,115176.0
std1_Jac2,691628.0
std1_Jac3,781543.0
steam1,3235.0
steam2,9880.0
steam3,1271.0
stoch_aircraft,16957.0
stokes64,95106.0
stokes64s,95302.0
stormg2-27,203995.0
stormg2-8,26219.0
str_0,2729.0
str_200,4280.0
str_400,3089.0
str_600,3230.0
struct4,134616.0
sts4098,67527.0
stufe,4603.0
stufe-10,88376.0
swang1,19631.0
swang2,19394.0
sx-mathoverflow,361384.0
t2d_q4,71792.0
t2d_q9,70820.0
t2dah,121554.0
t2dah_a,121465.0
t2dah_e,120740.0
t2dal,33001.0
t2dal_a,32350.0
t2dal_bci,32097.0
t2dal_e,6532.0
t3dl_e,28420.0
t60k,218710.0
ted_B,86976.0
ted_B_unscaled,86582.0
testbig,66810.0
thermal,43319.0
tols1090,3384.0
tols2000,4829.0
tols340,1976.0
tols4000,8194.0
tols90,1571.0
tomography,15434.0
torsion1,210615.0
torso2,824542.0
tp-6,13022400.0
ts-palko,913097.0
tub100,951.0
tub1000,3596.0
tuma1,89136.0
tuma2,50781.0
tumorAntiAngiogenesis_1,2073.0
tumorAntiAngiogenesis_2,2700.0
tumorAntiAngiogenesis_3,4880.0
tumorAntiAngiogenesis_4,5288.0
tumorAntiAngiogenesis_5,5319.0
tumorAntiAngiogenesis_6,5322.0
tumorAntiAngiogenesis_7,4178.0
tumorAntiAngiogenesis_8,4347.0
turon_m,1807870.0
twotone,1455520.0
uk,17118.0
ukerbe1,16603.0
ukerbe1_dual,6450.0
ulevimin,141720.0
umistfacesnorm_10NN,5576.0
usps_norm_5NN,188439.0
utm1700b,15638.0
utm300,3022.0
utm3060,29603.0
utm5940,57241.0
venkat01,1023250.0
venkat25,1026020.0
venkat50,1023860.0
viscoplastic1,42570.0
viscorocks,672817.0
vsp_barth5_1Ksep_50in_5Kout,428550.0
vsp_befref_fxm_2_4_air02,285709.0
vsp_c-30_data_data,135050.0
vsp_data_and_seymourl,179430.0
vsp_p0291_seymourl_iiasa,167593.0
vt2010,473724.0
wang1,17687.0
wang2,17687.0
wang3,157512.0
wang4,156680.0
watson_1,989478.0
watson_2,2063020.0
watt_1,10658.0
watt_2,10913.0
wb-cs-stanford,37359.0
well1033,5512.0
well1850,9562.0
west0067,892.0
west0132,1123.0
west0156,1026.0
west0167,1171.0
west0381,3672.0
west0479,2608.0
west0497,3729.0
west0655,3443.0
west0989,4387.0
west1505,6276.0
west2021,8252.0
wheel_3_1,675.0
wheel_4_1,714.0
wheel_5_1,794.0
wheel_6_1,879.0
wheel_7_1,1024.0
whitaker3,51255.0
whitaker3_dual,70531.0
wiki-RfA,260838.0
wiki-Vote,114332.0
will199,1409.0
will57,873.0
windtunnel_evap2d,143679.0
wing,181978.0
wing_nodal,205093.0
wm1,2493.0
wm2,2526.0
wm3,2523.0
world,313824.0
worms20_10NN,381444.0
ww_36_pmec_36,1480.0
ww_vref_6405,84912.0
xenon1,807947.0
xingo3012,162498.0
xingo_afonso_itaipu,85610.0
yeast,12599.0
yeast_30NN,44719.0
young3c,4610.0
zed,1278.0
zenios,19602.0
zeros_nopss_13k,86509.0
